68550,"Robert Grüninger","Spross einer alteingesessenen Basler Handwerkerfamilie, ergriff G. das Studium der Rechte, das er 1868 in Basel begann unter gleichzeitigem Besuch der Vorlesungen Burckhardts. Nach weiteren Semestern in Göttingen und Berlin wurde er im Frühjahr 1872 in Basel zum Dr. iur. promoviert und bestand im Anschluss an das Praktikum auf dem Basler Grundbuchbureau das Notariatsexamen. Er trat hierauf in das Bureau Dr. Paul Speisers ein; als 1875 dieser bekannte Politiker konservativer Observanz zum Basler Regierungsrat gewählt wurde, assoziierte sich G. mit seinem Jugendfreund Wilhelm von der Mühll, wobei nach dessen Tod von der Mühlls Schwiegersohn und Speisers Sohn nachfolgten. Von 1875 an gehörte G. über 25 Jahre dem Basler Großen Rat an. Ohne selber leidenschaftlicher Politiker zu sein, stellte er seine juristischen Fähigkeiten der Öffentlichkeit in richterlichen Ämtern und öffentlichen und gemeinnützigen Kommissionen reichlich zur Verfügung. Von der Begeisterung für die Kunst erfasst, wurde er als jüngerer Freund der häufige Reisebegleiter Burckhardts. Er war verheiratet mit Rosine Bischoff, Tochter des Basler Kaufmanns Rudolf Bischoff-Merian, der seinerseits in jungen Jahren längere Zeit in Oberitalien geweilt hatte."
68551,"Rosa Grüninger-Bischoff","Rosa Grüninger-Bischoff"
68552,"Antoine-Elisée Cherbuliez","Antoine-Elisée Cherbuliez was a Swiss liberal thinker.
My mission is to influence the world, he wrote in 1844. While his economic though stimulated some responses, that is hardly the case for his political ideas, in effect stillborn. Unlike his compatriots Benjamin Constant and Jean de Sismondi, Cherbuliez has had little attention from contemporary historians. His thoughts were spread thinly over various publications, with no major work of synthesis. He was a retiring academic and somewhat isolated.
He was though granted recognition: member of the Académie des sciences morales et politiques of Institut de France, and holder of academic distincions. Further, Karl Marx wrote a chapter on his place in the history of economic doctrine."
68553,"Blanche S. Clough","Geboren in London als Tochter des Samuel Smith, Examiner of Private Bills, und als Cousine der Florence Nightingale, verbrachte sie im Zuge ihrer Ausbildung längere Zeit in der welschen Schweiz. 1851 lernte sie den nachmalig als Lyriker und Plutarch-Kenner bekannten Dichter Arthur Hugh Clough (geb. 1819) kennen, den sie nach seiner Rückkehr von einem längeren Aufenthalt in den Vereinigten Staaten 1854 heiratete."
68554,"Leonora Pertz","Tochter des angesehenen englischen Geologen Leonard H. (1785-1864), wurde sie 1854 die zweite Gattin des Berliner Oberbibliothekars und langjährigen Zentraldirektors (von 1863 bis 1873 alleinigen Leiters) der «Monumenta Germaniae historica» Georg Heinrich P. (1795-1876). Ihrem Gatten hat sie durch die Übersetzung einer ihr von ihm diktierten Autobiographie ein Denkmal gesetzt."
68555,"Hans von und zu Aufseß","Hans Philipp Werner Freiherr von und zu Aufseß wurde als Altertumsforscher und Gründer des „Germanischen Museums“ (heute Germanisches Nationalmuseum) in Nürnberg bekannt."
68556,"Arnold Böcklin","Arnold Böcklin was a Swiss symbolist painter."
68557,Lahr,Lahr
68558,Lahr,Lahr
68559,Deutschland,Deutschland
68560,Poznan,Poznan
68561,Rom,Rom
68562,Roma,Roma
68563,"Clara Cohn",
68564,"Ludwig Friedländer","Ludwig Henrich Friedlaender was a German philologist.
He studied at the universities of his hometown Königsberg, Leipzig, and Berlin from 1841 to 1845. In 1847 he became privat-docent of classical philology at Königsberg, in 1856 assistant professor, and in 1858 professor.
He retired in 1892 to Strasbourg, where he was honorary professor at its university.
Although Jewish, he embraced Christianity."
68565,"Josef Durm","Josef Durm war ein deutscher Architekt, Baubeamter und Hochschullehrer.
Nach dem Studium der Architektur in Karlsruhe sammelte Durm berufliche Erfahrung sowohl freiberuflich als auch im Staatsdienst. Nach einer Studienreise durch Italien und dem Besuch der Weltausstellung in Paris wurde er 1868 zum Professor der Architektur an der Technischen Hochschule Karlsruhe ernannt, an der er bis zu seinem Tod lehrte. Einer seiner Schüler war Julius Graebner. 1877 wurde er zum Baurat, 1883 zum Oberbaurat ernannt. Ab 1887 war Durm als Baudirektor, ab 1894 als Oberbaudirektor bis 1902 der oberste Baubeamte im Großherzogtum Baden."
68566,"Rudolf von Decker","Rudolf Ludwig Decker (* 8. Januar 1804 in Berlin; † 12. Januar 1877 in Berlin) war ein Buchdrucker und Verleger in Preußen."
68567,"Peter Gast","Johann Heinrich Köselitz was a German author and composer. He is known for his longtime friendship with Friedrich Nietzsche, who gave him the pseudonym Peter Gast."
68568,"Carl Adolf Cornelius","Carl Adolf Wenzeslaus Cornelius (später erhielt er den bayerischen Personaladel und nannte sich von Cornelius) war ein deutscher Historiker und Kirchenhistoriker."
68569,"Hermann Amsler","Hermann Amsler"
68570,"Wilhelm Braun","Nach dem Besuch der Lateinschule absolvierte er eine Buchhändlerlehre bei N.G. Elwert in Marburg (1856-59). Im selben Verlag war er bis 1861 als Gehilfe tätig. Daraufhin erwarb er berufliche Praxis als Buchhändlergehilfe in Dresden (C. Dülfert), Prag (André), Tübingen (Laupp), Hanau (Prior) und Heidelberg (Bassermann). Nach seiner Rückkehr gründete er 1872 in Marburg eine Buchhandlung, die sich vor allem mit Antiquariat beschäftigte. Nach dem Tode seines Onkels mütterlicherseits, dem Verlagsbuchhändler Gottfried Elwert (1831-73), erbte er neben dem Sortiment und einem Anteil des Verlages vor allem die Druckerei. 1874 erfolgte die Ernennung zum Universitätsbuchhändler und –buchdrucker durch den akademischen Senat der Universität Marburg. 1875 verkaufte er die Druckerei an Robert Friedrich. Seit 1883 war er alleiniger Besitzer der N.G Elwert'schen Universitätsbuchhandlung in Marburg.
QUELLE: Gustav Könnecke, Hessisches Buchdruckerbuch, Marburg, 1894, I, pp. 286-287."
68571,"Karl Gustav König","Karl Gustav König war ein Schweizer Jurist und Politiker (parteilos)."
68572,"Friedrich Frizzoni Salis","Frizzoni-von Salis, Friedrich (Federico). Kaufmann und Kunstsammler in Bergamo. Der Sohn von Anton Frizzoni war verheiratet mit Helene Margareta von Salis, der Tochter des Dichters Johann Gaudenz von Salis. Er führte das väterliche Geschäft fort und war ein bekannter Kunstsammler, sein Anwesen war für viele nordeuropäische Italienreisende ein bedeutender Anlaufpunkt. QUELLE: Enrica Yvonne Dilk: Der Frizzoni-Kreis aus Bergamo: Ein italienisch-helvetisch-europäisches Familienbild im Umfeld von Literatur, Kunst und Politik im 19. Jahrhundert. In: Bernd Thum, Thomas Keller (Hrsg.): Interkulturelle Lebensläufe, Tübingen: Stauffenburg, 1998, S. 141-157."
68573,"Gustavo Frizzoni","In Bergamo geboren, widmete sich Frizzoni nach dem Studium der Philosophie in Pisa als Schüler des durch die deutsche Kunstforschung geschulten Giovanni Morelli (1816-1891) mit Leidenschaft den kunstkritischen Studien, wobei er auch zum Herausgeber der Schriften und zum Biographen Morellis wurde. Als Kenner, Beurteiler und Sammler hatte F. in den Galerien Europas einen Namen. Seine sehr zahlreichen Schriften, von denen viele in deutscher Sprache geschrieben sind, zeichnen sich durch Natürlichkeit und Frische aus. Burckhardt widmete er in der «Nuova Antologia» (16. Aug. 1898) eine längere Würdigung, die hauptsächlich dem Kunsthistoriker galt. Als italienischer Patriot beteiligte er sich an der Erhebung von 1866; verschiedene Sammlungen und Bibliotheken Oberitaliens bedachte er mit Vermächtnissen."
68574,"Anna Elisabeth Burckhardt-Brenner","Tochter des Basler Psychiaters Prof. Dr. med. Joh. Friedr. Brenner und der Catharina Kern, vermählte sie sich am 19. April 1855 mit dem Basler Mathematiker, Gymnasiallehrers und späteren Rektor Carl Friedrich (Fritz) Burckhardt-Brenner, Sohn des Stadtschreibers Johannes B. (1803-1839)."
68575,,
68576,"Martin Burckhardt-His","Martin Burckhardt-His"
68577,"Amedeo Crivellucci","Amedeo Crivellucci è stato uno storico italiano."
68578,"Robert Dohme","Robert Dohme war ein deutscher Kunsthistoriker und Bibliothekar."
68579,"Leone Mieli","Italian collector of etruscan antiquities."
68580,"Samuel George Chetwynd Middlemore","Der Übersetzer von Burckhardts «Cultur der Renaissance» ins Englische."
68581,"Julius Meyer","Deutscher Kunsthistoriker und Berliner Museumsdirektor. 

Der Sohn eines Offiziers studierte zunächst Rechtswissenschaften an der Universität Göttingen, wechselte aber später nach einem Jahr Auslandsaufenthalt zur Universität Heidelberg, wo er die Fachgebiete Philosophie und Ästhetik belegte und mit der Dissertation ""Die Geschichte der deutschen Aesthetik seit Kant"" promovierte. Nach seiner Heirat zog Meyer nach München und spezialisierte sich immer mehr auf dem Gebiet der Kunstgeschichte. Im Jahr 1872 folgte er dem Ruf durch Graf Guido von Usedom an die Gemäldegalerie in Berlin, wo er als Nachfolger von Gustav Waagen bis 1890 das Amt des Direktors bekleidete. Meyer verfügte über Durchsetzungsvermögen und ging hier neue Wege. Zu seinen ersten Maßnahmen gehörte der Umbau des Oberlichts an dem Schinkelbau. Ein besonderes Anliegen Meyers war es, die Sammlung des Museums zu komplettieren und in diesem Zusammenhang gelang es ihm, Teile der Sammlung von Barthold Suermondt und die Holzschuher-Porträts von Albrecht Dürer dem Museumsbestand hinzuzufügen. Bereits 1852 erwarb der Verleger Wilhelm Engelmann von Georg Kaspar Nagler vom Tendler-Verlag die Rechte des Neuen Allgemeinen Künstlerlexikons und bat anschließend Meyer, diese Enzyklopädie zu überarbeiten. Geplant waren 15 Bände, bis zum Jahr 1885 erschienen dann zunächst drei Bände. Im Jahr 1876 wurde Meyers Biographie über Antonio da Correggio von Mary Margaret Heaton ins Englische übersetzt. Von 1880 bis 1883 überarbeitete er an der Galerie zusammen mit Ludwig Scheibler, Wilhelm von Bode und Hugo von Tschudi den Dauerkatalog über die zahlreichen Ausstellungsstücke des Hauses. Im Verlauf seiner Dienstjahre erwarb sich Meyer dabei ein hohes internationales Renommee. Infolge einer schweren Erkrankung zog sich Julius Meyer im Jahr 1890 wieder nach München zurück, versuchte aber von dort die Amtsgeschäfte noch vorübergehend weiterzuführen. Meyers Nachfolger in Berlin wurde Wilhelm von Bode, der seit 1872 sein Assistent war. Julius Meyer war verheiratet mit Luise Bode. Deren gemeinsame Tochter Mary (1854–1919) heiratete in erster Ehe Konrad Fiedler, einen Kunsthistoriker und Theoretiker. In zweiter Ehe vermählte sie sich dann noch mit dem Dirigenten Hermann Levi."
68582,"Alfred Gotthold Meyer","Alfred Gotthold Meyer"
68583,"Johannes Merz","Johannes von Merz war ein evangelischer Theologe und Kirchenpräsident der Evangelischen Landeskirche in Württemberg."
68584,"Ferdinand Avenarius","Ferdinand Avenarius was a lyric poet, a leading representative of the culture reform movement of his time and the first popularizer of Sylt."
68585,"Hermann Bahr","Hermann Bahr was an Austrian writer, playwright, director, and critic."
68586,"József Bánóczi","József Bánóczi was a Hungarian Jewish scholar.
Bánóczi was born in Szt. Gál, Veszprém, Hungary. He was educated at the schools of his native town, and afterward at the universities of Budapest, Vienna, Berlin, Göttingen, and Leipsic, and then went to Paris and London to finish his studies. Bánóczi became in 1878 privat-docent of philosophy at the University of Budapest, in 1879 member of the Hungarian Academy of Sciences, and in 1892 member of the Landesschulrath.
Bánóczi also occupied various positions in the Jewish community. From 1877 to 1893 he was professor at the Budapest Jewish Theological Seminary, and in 1887 he became principal of the Budapest normal school for the education of teachers. In 1896 he was secretary of the Hungarian Society for the Promotion of Jewish Literature, and in 1897 member of the Delegation of Hungarian Jews.
At the insistence of Dr. Beck, the Bucharest rabbi, Bánóczi and Prof. Wilhelm Bacher took the necessary steps to save from certain ruin the congregation and schools of the sect of Szekler Sabbatarians in Transylvania who converted to Judaism in 1868.
Bánóczi, together with Bernát Alexander, edited the Filozofiai Írók Tára; he also edited Erdélyi's philosophical writings, and the works of Károly Kisfaludy, 6 vols., 1893."
68587,"Jakob Heinrich Martin",
68588,"Heinrich Brockhaus","Heinrich Eduard Brockhaus war ein deutscher Kunsthistoriker.

Heinrich Brockhaus wurde am 3. März 1858 als Sohn des Verlegers und Politikers Eduard Brockhaus in Leipzig geboren. Er besuchte bis 1877 die Thomasschule zu Leipzig und belegte die Studien der Geschichte, Kunstgeschichte und Nationalökonomie an der Universität Leipzig. 1882 promovierte er mit einer geschichtlichen Dissertation. 1885 habilitierte er sich dort und wurde 1892 zum außerordentlichen Professor bestellt. In den Jahren 1887 und 1888 unternahm er Studienreisen, die ihn nach Italien, Griechenland, Syrien, Palästina, Ägypten, Konstantinopel und Athos führten. Nachdem er sich von seiner Lehrtätigkeit an der Universität Leipzig beurlauben ließ, folgte er 1897 dem Ruf aus Florenz das private Kunsthistorische Institut einzurichten und zu leiten. Dieses Institut, das 1893 vom Kunsthistorischen Kongress beschlossen und das Brockhaus bis 1912 leitete, wurde unter anderem durch die ab dem Jahre 1902 erfolgte Unterstützung des Deutschen Reichs vergrößert. Der aus dem Universitätsdienst ausgeschiedene Brockhaus kehrte 1913 nach Deutschland zurück, wo er zunächst als Privatgelehrter in Dresden unterrichtete. Schließlich zog er 1917 ebenfalls als Privatgelehrter in seine Geburtsstadt Leipzig, wo er 83-jährig am 24. Oktober 1941 verstarb."
68589,"Vincenzo Casagrandi","Aus Ravenna gebürtig, ging C. nach in Neapel 1869 abgeschlossenem juristischen Studium zur Geschichte über und erhielt nach mehrjähriger Lehrtätigkeit an Lyzeen in Mailand, Genua und Palermo 1888 den Lehrstuhl für Alte Geschichte an der Universität in Catania, den er, seit 1898 Ordinarius, bis 1923 versah. Neben der Römischen Geschichte, derjenigen des antiken Sizilien und Großgriechenlands galt seine Liebe dem Studium der Lokalgeschichte Catanias, dessen Benediktinerkloster, Kastell und Universität. Andere Themen seiner zahlreichen Untersuchungen bildeten die Agathenlegende und sogar der Aetna. Seiner Initiative ist die Gründung der Societa patria dieser Stadt zu verdanken."
